Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Denver,Weekly,"2017-06-04 00:00:00",Organic,1.970000000,15024.27,13420.30,1057.12,45.52,501.33,460.24,41.09,0.00
Detroit,Weekly,"2017-06-04 00:00:00",Organic,1.750000000,14124.57,512.91,4770.64,0.00,8841.02,920.66,7920.36,0.00
"Grand Rapids",Weekly,"2017-06-04 00:00:00",Organic,2.330000000,1389.65,2.87,903.88,0.00,482.90,326.67,156.23,0.00
"Great Lakes",Weekly,"2017-06-04 00:00:00",Organic,1.690000000,156456.85,4036.03,78626.62,4.84,73789.36,27335.55,46453.81,0.00
Harrisburg/Scranton,Weekly,"2017-06-04 00:00:00",Organic,2.040000000,11171.92,863.87,269.83,16.96,10021.26,9961.14,60.12,0.00
Hartford/Springfield,Weekly,"2017-06-04 00:00:00",Organic,2.500000000,14985.11,340.20,6314.32,0.00,8330.59,8242.95,87.64,0.00
Houston,Weekly,"2017-06-04 00:00:00",Organic,1.110000000,50502.11,10986.31,40.10,0.00,39475.70,39413.32,62.38,0.00
Indianapolis,Weekly,"2017-06-04 00:00:00",Organic,1.250000000,8668.35,152.13,1385.07,0.00,7131.15,1178.64,5952.51,0.00
Jacksonville,Weekly,"2017-06-04 00:00:00",Organic,2.200000000,4409.48,1263.85,126.02,7.27,3012.34,3012.34,0.00,0.00
"Las Vegas",Weekly,"2017-06-04 00:00:00",Organic,1.720000000,13517.21,2283.25,2943.11,0.00,8290.85,4071.86,4218.99,0.00
"Los Angeles",Weekly,"2017-06-04 00:00:00",Organic,1.280000000,128923.07,12603.26,37820.46,0.00,78499.35,78481.95,17.40,0.00
Louisville,Weekly,"2017-06-04 00:00:00",Organic,1.340000000,4417.78,0.00,1505.75,0.00,2912.03,457.22,2454.81,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-06-04 00:00:00",Organic,1.970000000,5428.05,1070.87,139.61,0.00,4217.57,4215.74,1.83,0.00
Midsouth,Weekly,"2017-06-04 00:00:00",Organic,1.850000000,127811.15,3976.74,55615.87,1415.12,66803.42,33346.76,33456.66,0.00
Nashville,Weekly,"2017-06-04 00:00:00",Organic,1.140000000,10578.11,350.07,3197.16,0.00,7030.88,502.43,6528.45,0.00
"New Orleans/Mobile",Weekly,"2017-06-04 00:00:00",Organic,2.120000000,1179.16,417.01,0.00,0.00,762.15,762.15,0.00,0.00
"New York",Weekly,"2017-06-04 00:00:00",Organic,2.060000000,112812.77,17822.91,52648.14,1178.91,41162.81,39892.76,1270.05,0.00
Northeast,Weekly,"2017-06-04 00:00:00",Organic,2.000000000,251838.53,28716.42,70360.01,1020.12,151741.98,139084.38,12657.60,0.00
"Northern New England",Weekly,"2017-06-04 00:00:00",Organic,1.480000000,25490.92,0.00,295.05,0.00,25195.87,25195.87,0.00,0.00
Orlando,Weekly,"2017-06-04 00:00:00",Organic,2.100000000,6966.83,2155.29,172.57,0.00,4638.97,4638.97,0.00,0.00
Philadelphia,Weekly,"2017-06-04 00:00:00",Organic,2.010000000,21652.97,5098.14,8574.42,6.96,7973.45,7734.66,238.79,0.00
Phoenix/Tucson,Weekly,"2017-06-04 00:00:00",Organic,1.880000000,11693.79,3852.69,3456.64,0.00,4384.46,1035.19,3349.27,0.00
Pittsburgh,Weekly,"2017-06-04 00:00:00",Organic,1.550000000,8901.94,1034.11,27.95,0.00,7839.88,7839.88,0.00,0.00
Plains,Weekly,"2017-06-04 00:00:00",Organic,1.620000000,73160.65,4101.74,21665.84,57.86,47335.21,25286.63,22048.58,0.00
Portland,Weekly,"2017-06-04 00:00:00",Organic,1.230000000,54996.69,4687.90,5471.44,38.34,44799.01,131.68,44667.33,0.00
Raleigh/Greensboro,Weekly,"2017-06-04 00:00:00",Organic,2.380000000,9283.58,278.47,5303.70,280.80,3420.61,2204.98,1215.63,0.00
Richmond/Norfolk,Weekly,"2017-06-04 00:00:00",Organic,1.720000000,11637.27,740.89,4505.97,176.87,6213.54,3221.65,2991.89,0.00
Roanoke,Weekly,"2017-06-04 00:00:00",Organic,1.510000000,10058.68,317.80,2674.54,0.00,7066.34,1765.07,5301.27,0.00
Sacramento,Weekly,"2017-06-04 00:00:00",Organic,2.430000000,6820.70,2184.08,3605.15,0.00,1031.47,1029.60,1.87,0.00
"San Diego",Weekly,"2017-06-04 00:00:00",Organic,1.710000000,18703.01,1135.74,12172.77,1.60,5392.90,5392.90,0.00,0.00
"San Francisco",Weekly,"2017-06-04 00:00:00",Organic,2.720000000,23896.87,9678.79,10552.04,2.91,3663.13,3609.78,53.35,0.00
Seattle,Weekly,"2017-06-04 00:00:00",Organic,1.450000000,64141.55,2133.74,15783.16,0.00,46224.65,263.33,45961.32,0.00
"South Carolina",Weekly,"2017-06-04 00:00:00",Organic,1.890000000,9543.80,761.59,4252.82,128.16,4401.23,2476.04,1925.19,0.00
"South Central",Weekly,"2017-06-04 00:00:00",Organic,1.130000000,197098.71,34348.51,14133.82,0.00,148616.38,143879.62,4736.76,0.00
Southeast,Weekly,"2017-06-04 00:00:00",Organic,1.820000000,77032.09,12332.67,16277.88,208.25,48213.29,30135.45,18077.84,0.00
Spokane,Weekly,"2017-06-04 00:00:00",Organic,1.560000000,5718.65,458.07,1976.71,0.00,3283.87,46.67,3237.20,0.00
"St. Louis",Weekly,"2017-06-04 00:00:00",Organic,1.950000000,9652.72,2373.25,2106.82,0.00,5172.65,2621.83,2550.82,0.00
Syracuse,Weekly,"2017-06-04 00:00:00",Organic,2.230000000,3153.41,0.00,143.45,0.00,3009.96,1266.47,1743.49,0.00
Tampa,Weekly,"2017-06-04 00:00:00",Organic,1.990000000,5574.93,1368.31,156.30,0.00,4050.32,4050.32,0.00,0.00
West,Weekly,"2017-06-04 00:00:00",Organic,1.520000000,263143.18,46575.21,50359.11,146.97,166061.89,31550.55,134511.34,0.00
"West Tex/New Mexico",Weekly,"2017-06-04 00:00:00",Organic,1.590000000,25886.30,3305.88,3706.22,0.00,18874.20,8654.49,10219.71,0.00
"Total U.S.",Weekly,"2017-06-11 00:00:00",Organic,1.560000000,1397448.17,160841.97,339777.07,3623.46,893205.67,468156.32,425049.35,0.00
Albany,Weekly,"2017-06-11 00:00:00",Organic,2.040000000,2719.24,21.33,248.87,0.00,2449.04,2449.04,0.00,0.00
Atlanta,Weekly,"2017-06-11 00:00:00",Organic,1.060000000,33969.35,1251.33,6518.33,0.00,26199.69,4281.35,21918.34,0.00
Baltimore/Washington,Weekly,"2017-06-11 00:00:00",Organic,2.170000000,23607.15,1138.12,11797.51,140.20,10531.32,10531.32,0.00,0.00
Boise,Weekly,"2017-06-11 00:00:00",Organic,1.270000000,4375.53,24.54,636.65,0.00,3714.34,558.63,3155.71,0.00
Boston,Weekly,"2017-06-11 00:00:00",Organic,2.070000000,20437.87,9.81,1490.22,0.00,18937.84,17150.28,1787.56,0.00
Buffalo/Rochester,Weekly,"2017-06-11 00:00:00",Organic,2.460000000,5165.43,4.78,644.84,0.00,4515.81,1073.33,3442.48,0.00
California,Weekly,"2017-06-11 00:00:00",Organic,1.790000000,179141.21,32283.40,64309.03,6.18,82542.60,82388.73,153.87,0.00
Charlotte,Weekly,"2017-06-11 00:00:00",Organic,2.150000000,9586.49,285.37,4582.85,302.45,4415.82,4415.82,0.00,0.00
Chicago,Weekly,"2017-06-11 00:00:00",Organic,1.960000000,44859.81,68.64,42911.11,0.00,1880.06,1880.06,0.00,0.00
Cincinnati/Dayton,Weekly,"2017-06-11 00:00:00",Organic,0.770000000,42520.88,297.52,5882.50,0.00,36340.86,495.81,35845.05,0.00
Columbus,Weekly,"2017-06-11 00:00:00",Organic,0.830000000,21264.93,596.81,3255.00,0.00,17413.12,1650.58,15762.54,0.00
"Dallas/Ft. Worth",Weekly,"2017-06-11 00:00:00",Organic,1.350000000,28393.54,7249.87,2371.12,0.00,18772.55,18632.17,140.38,0.00
Denver,Weekly,"2017-06-11 00:00:00",Organic,1.970000000,18916.24,16512.70,1809.94,103.26,490.34,225.56,264.78,0.00
Detroit,Weekly,"2017-06-11 00:00:00",Organic,0.920000000,38355.38,447.96,4744.42,0.00,33163.00,646.06,32516.94,0.00
"Grand Rapids",Weekly,"2017-06-11 00:00:00",Organic,2.390000000,1312.01,0.00,939.89,0.00,372.12,85.56,286.56,0.00
"Great Lakes",Weekly,"2017-06-11 00:00:00",Organic,1.130000000,261363.34,3502.12,79186.28,4.83,178670.11,16845.36,161824.75,0.00
Harrisburg/Scranton,Weekly,"2017-06-11 00:00:00",Organic,2.270000000,12229.00,395.39,228.26,1254.41,10350.94,10298.77,52.17,0.00
Hartford/Springfield,Weekly,"2017-06-11 00:00:00",Organic,2.620000000,13040.76,89.07,4953.62,13.70,7984.37,7752.18,232.19,0.00
Houston,Weekly,"2017-06-11 00:00:00",Organic,1.020000000,55725.32,12374.58,31.98,0.00,43318.76,43269.90,48.86,0.00
Indianapolis,Weekly,"2017-06-11 00:00:00",Organic,0.840000000,15511.39,100.36,1100.69,0.00,14310.34,652.77,13657.57,0.00
Jacksonville,Weekly,"2017-06-11 00:00:00",Organic,2.120000000,2568.09,984.87,251.09,3.66,1328.47,1328.47,0.00,0.00
"Las Vegas",Weekly,"2017-06-11 00:00:00",Organic,1.740000000,11473.10,2058.67,2749.59,0.00,6664.84,2823.89,3840.95,0.00
"Los Angeles",Weekly,"2017-06-11 00:00:00",Organic,1.350000000,106703.23,11619.31,25530.21,0.00,69553.71,69461.64,92.07,0.00
Louisville,Weekly,"2017-06-11 00:00:00",Organic,1.000000000,6507.20,0.00,1633.09,0.00,4874.11,50.00,4824.11,0.00
"Miami/Ft. Lauderdale",Weekly,"2017-06-11 00:00:00",Organic,1.890000000,6104.29,837.58,250.77,0.00,5015.94,5015.94,0.00,0.00
Midsouth,Weekly,"2017-06-11 00:00:00",Organic,1.610000000,150302.38,3919.70,51398.57,1205.25,93778.86,45391.71,48387.15,0.00
Nashville,Weekly,"2017-06-11 00:00:00",Organic,1.150000000,13829.49,380.62,3321.97,0.00,10126.90,1731.86,8395.04,0.00
"New Orleans/Mobile",Weekly,"2017-06-11 00:00:00",Organic,2.190000000,515.01,399.62,5.92,0.00,109.47,106.14,3.33,0.00
"New York",Weekly,"2017-06-11 00:00:00",Organic,2.390000000,81679.26,9032.28,33481.66,685.11,38480.21,37772.25,707.96,0.00
Northeast,Weekly,"2017-06-11 00:00:00",Organic,2.260000000,191985.27,13018.96,48648.68,1883.32,128434.31,116899.45,11534.86,0.00
"Northern New England",Weekly,"2017-06-11 00:00:00",Organic,1.830000000,15591.67,2.59,304.24,0.00,15284.84,15284.84,0.00,0.00
Orlando,Weekly,"2017-06-11 00:00:00",Organic,1.970000000,5784.50,1583.21,333.85,0.00,3867.44,3867.44,0.00,0.00
Philadelphia,Weekly,"2017-06-11 00:00:00",Organic,2.240000000,18043.10,2738.47,6522.48,41.75,8740.40,8565.76,174.64,0.00
Phoenix/Tucson,Weekly,"2017-06-11 00:00:00",Organic,1.940000000,10265.31,3437.29,3283.35,0.00,3544.67,1695.24,1849.43,0.00
Pittsburgh,Weekly,"2017-06-11 00:00:00",Organic,1.570000000,3490.48,261.56,0.00,0.00,3228.92,3228.92,0.00,0.00
Plains,Weekly,"2017-06-11 00:00:00",Organic,1.630000000,71995.22,7271.57,21569.39,118.23,43036.03,20516.93,22519.10,0.00
Portland,Weekly,"2017-06-11 00:00:00",Organic,1.280000000,54820.68,6406.86,4677.44,10.02,43726.36,214.55,43511.81,0.00
Raleigh/Greensboro,Weekly,"2017-06-11 00:00:00",Organic,2.030000000,13340.43,296.11,5183.19,293.94,7567.19,6798.17,769.02,0.00
Richmond/Norfolk,Weekly,"2017-06-11 00:00:00",Organic,1.560000000,11925.84,666.26,4779.40,149.16,6331.02,3456.32,2874.70,0.00
Roanoke,Weekly,"2017-06-11 00:00:00",Organic,1.350000000,8361.55,279.30,3013.37,0.00,5068.88,1556.95,3511.93,0.00
Sacramento,Weekly,"2017-06-11 00:00:00",Organic,2.500000000,6504.06,2177.24,3527.98,0.00,798.84,796.97,1.87,0.00
"San Diego",Weekly,"2017-06-11 00:00:00",Organic,2.060000000,12549.97,1163.03,8506.74,1.59,2878.61,2849.42,29.19,0.00
"San Francisco",Weekly,"2017-06-11 00:00:00",Organic,2.770000000,25806.28,10768.91,11690.84,4.37,3342.16,3338.11,4.05,0.00
Seattle,Weekly,"2017-06-11 00:00:00",Organic,1.600000000,60009.35,1631.85,14860.39,0.00,43517.11,433.06,43084.05,0.00
"South Carolina",Weekly,"2017-06-11 00:00:00",Organic,1.610000000,14897.51,567.58,4048.33,139.47,10142.13,7496.73,2645.40,0.00
"South Central",Weekly,"2017-06-11 00:00:00",Organic,1.170000000,183857.14,38447.04,9085.51,0.00,136324.59,122121.81,14202.78,0.00
Southeast,Weekly,"2017-06-11 00:00:00",Organic,1.430000000,98734.76,9471.52,17769.48,195.84,71297.92,34473.25,36824.67,0.00
Spokane,Weekly,"2017-06-11 00:00:00",Organic,1.450000000,6065.60,231.58,1649.99,0.00,4184.03,54.46,4129.57,0.00
"St. Louis",Weekly,"2017-06-11 00:00:00",Organic,2.050000000,7973.35,2393.62,2139.09,12.20,3428.44,2034.30,1394.14,0.00
Syracuse,Weekly,"2017-06-11 00:00:00",Organic,2.370000000,3056.43,0.00,164.45,0.00,2891.98,1093.12,1798.86,0.00
Tampa,Weekly,"2017-06-11 00:00:00",Organic,1.860000000,4577.12,933.06,206.39,0.00,3437.67,3434.34,3.33,0.00
West,Weekly,"2017-06-11 00:00:00",Organic,1.590000000,260068.85,52927.66,47810.13,209.80,159121.26,29519.07,129602.19,0.00
"West Tex/New Mexico",Weekly,"2017-06-11 00:00:00",Organic,1.660000000,21170.11,3042.11,3588.46,0.00,14539.54,7757.19,6782.35,0.00
"Total U.S.",Weekly,"2017-06-18 00:00:00",Organic,1.710000000,1304554.29,169434.58,442594.36,2140.13,690385.22,435150.06,255235.16,0.00
Albany,Weekly,"2017-06-18 00:00:00",Organic,2.030000000,3185.10,366.52,266.88,0.00,2551.70,2551.70,0.00,0.00
Atlanta,Weekly,"2017-06-18 00:00:00",Organic,1.490000000,23485.92,852.47,9300.22,0.00,13333.23,4532.28,8800.95,0.00
Baltimore/Washington,Weekly,"2017-06-18 00:00:00",Organic,2.200000000,22845.26,963.89,11778.12,141.79,9961.46,9958.13,3.33,0.00
Boise,Weekly,"2017-06-18 00:00:00",Organic,1.550000000,3263.02,48.02,744.90,0.00,2470.10,473.75,1996.35,0.00
Boston,Weekly,"2017-06-18 00:00:00",Organic,2.120000000,23277.63,16.60,1617.23,0.00,21643.80,19934.14,1709.66,0.00
Buffalo/Rochester,Weekly,"2017-06-18 00:00:00",Organic,2.540000000,5445.57,28.33,544.31,0.00,4872.93,830.00,4042.93,0.00
California,Weekly,"2017-06-18 00:00:00",Organic,1.780000000,181725.85,32417.62,60616.15,0.00,88692.08,82117.33,6574.75,0.00
Charlotte,Weekly,"2017-06-18 00:00:00",Organic,2.030000000,8381.65,79.72,4880.33,337.19,3084.41,3081.08,3.33,0.00
Chicago,Weekly,"2017-06-18 00:00:00",Organic,1.980000000,36015.84,47.80,34824.05,0.00,1143.99,1143.99,0.00,0.00
Cincinnati/Dayton,Weekly,"2017-06-18 00:00:00",Organic,1.550000000,18169.69,342.79,8331.42,0.00,9495.48,182.36,9313.12,0.00
Columbus,Weekly,"2017-06-18 00:00:00",Organic,1.140000000,8654.94,463.90,2943.06,0.00,5247.98,784.38,4463.60,0.00
"Dallas/Ft. Worth",Weekly,"2017-06-18 00:00:00",Organic,1.440000000,26885.40,9426.95,1997.32,0.00,15461.13,15370.96,90.17,0.00
Denver,Weekly,"2017-06-18 00:00:00",Organic,1.250000000,28462.96,8640.24,2043.28,54.52,17724.92,7228.37,10496.55,0.00
Detroit,Weekly,"2017-06-18 00:00:00",Organic,1.510000000,15236.21,595.05,4884.46,0.00,9756.70,318.68,9438.02,0.00
"Grand Rapids",Weekly,"2017-06-18 00:00:00",Organic,2.620000000,1314.24,18.58,1057.49,0.00,238.17,12.70,225.47,0.00
"Great Lakes",Weekly,"2017-06-18 00:00:00",Organic,1.560000000,148060.59,3126.38,73192.35,0.00,71741.86,11087.54,60654.32,0.00
Harrisburg/Scranton,Weekly,"2017-06-18 00:00:00",Organic,2.090000000,11104.31,1032.72,569.08,18.30,9484.21,9460.14,24.07,0.00
Hartford/Springfield,Weekly,"2017-06-18 00:00:00",Organic,2.140000000,23752.11,549.98,14022.37,6.86,9172.90,8418.57,754.33,0.00
Houston,Weekly,"2017-06-18 00:00:00",Organic,1.030000000,42161.02,9790.57,82.00,0.00,32288.45,32199.56,88.89,0.00
Indianapolis,Weekly,"2017-06-18 00:00:00",Organic,1.270000000,9207.80,135.37,1892.44,0.00,7179.99,421.08,6758.91,0.00
